Role,Invested in Real Estate,Extra Hours,Invested in Stock Market,Favourite Sport,Gender,Languages Known,Sport Knowledge (in XP),Average no. of leaves/month,Trades Done,Married(1/0),Level of Education,Pay,ID Proof,Most Productive Hour,Tax Category,Income Category,Employer,Tax Paid,Id
0,1,0,1,4,0,2,66.0,2,42,1,0,284.73,0,9,527,2,0,22424,26231
0,1,1,1,5,0,2,50.0,1,34,0,0,543.73,0,9,881,2,0,24607,26232
1,0,1,1,3,0,4,30.0,1,36,1,2,9226.73,0,9,298,2,0,14238,26233
0,1,0,1,3,0,4,15.0,1,33,1,2,1208.73,0,9,68,4,0,11220,26234
0,1,0,1,5,0,4,58.0,4,28,0,0,11664.73,0,9,316,4,0,11792,26235
1,1,0,1,0,1,3,24.0,2,37,0,0,5822.73,0,9,154,2,0,39912,26236
0,1,0,1,0,0,2,18.0,4,32,0,0,3458.73,0,9,90,3,0,33938,26238
0,1,0,1,4,1,2,82.0,3,35,0,0,965.73,2,9,39,2,0,29237,26239
1,1,0,1,6,0,4,77.0,1,29,1,0,754.73,0,9,103,4,0,47967,26242
0,0,1,1,1,1,2,58.0,4,40,0,2,273.73,0,9,87,2,0,32519,26243
1,1,0,1,0,1,1,44.0,1,49,0,2,2677.73,2,9,27,2,0,34741,26244
0,1,0,1,5,1,2,10.0,0,29,0,0,3637.73,0,9,287,2,0,40681,26245
0,0,0,0,1,1,1,7.0,3,30,1,2,1218.73,0,9,528,2,0,36078,26246
1,0,0,1,5,0,1,36.0,3,29,1,1,6245.73,2,9,56,2,0,18445,26247
1,0,1,1,1,1,2,13.0,1,37,0,0,933.73,0,9,177,4,0,22801,26248
1,0,1,1,1,0,2,89.0,3,45,1,1,956.73,0,9,98,2,0,11831,26249
0,0,0,1,1,1,4,19.0,0,33,1,2,1652.73,0,9,367,2,0,12094,26252
0,1,0,1,0,0,1,8.0,0,33,0,1,260.73,0,9,214,2,0,36539,26253
0,0,0,1,6,0,3,33.0,3,32,1,2,279.73,0,9,498,2,0,49976,26254
0,0,0,1,4,1,3,14.0,5,37,0,0,3928.73,0,9,419,2,0,13881,26255
0,1,1,1,0,0,2,63.0,1,50,0,1,330.73,0,9,42,3,0,23363,26257
1,0,0,1,3,0,3,54.0,0,29,0,2,11134.73,0,9,117,2,0,12990,26258
0,1,0,1,0,1,2,0.0,3,41,0,0,2271.73,0,9,45,2,0,30549,26259
1,1,0,1,6,1,1,96.0,4,38,-1,0,1467.73,0,9,96,2,0,11192,26262
1,1,0,1,5,0,1,75.0,4,31,0,1,273.73,0,9,170,2,0,14182,26263
1,1,1,1,0,0,4,51.0,5,31,0,0,3344.73,0,9,43,3,0,23974,26267
0,0,0,1,2,0,2,95.0,2,39,0,0,3186.73,0,9,1055,2,0,24064,26268
1,0,0,1,1,0,4,86.0,2,30,0,1,460.73,0,9,482,3,0,13388,26269
0,1,1,0,4,0,4,90.0,3,45,0,0,4693.73,0,9,451,2,0,44610,26270
1,1,1,1,5,1,1,83.0,0,33,0,2,472.73,0,9,173,2,0,26351,26271
0,0,0,1,2,0,1,67.0,3,36,0,0,349.73,0,9,126,2,0,38195,26272
0,1,0,1,4,1,3,45.0,5,39,0,0,4984.73,0,9,398,2,0,49201,26273
1,1,0,1,4,1,4,53.0,3,31,0,2,15442.73,0,9,100,2,0,47585,26274
0,0,0,1,3,1,3,79.0,2,51,0,0,9525.73,0,9,274,2,0,12913,26275
0,1,0,1,1,1,1,88.0,3,45,0,1,847.73,0,9,134,2,0,38096,26276
0,0,0,1,3,0,3,22.0,4,47,-1,2,21000.73,0,9,85,2,0,15596,26277
1,1,0,1,5,1,1,35.0,5,28,0,0,10668.73,0,9,118,2,0,43618,26278
0,1,0,1,6,1,3,31.0,3,33,1,0,5824.73,0,9,255,2,0,18182,26279
1,1,1,1,0,1,3,6.0,4,49,0,0,567.73,0,9,637,2,0,48903,26280
1,0,0,1,1,1,2,96.0,2,29,0,0,1337.73,2,9,57,2,0,37885,26281
1,1,1,1,5,0,3,81.0,5,31,0,1,5424.73,0,9,70,6,0,15480,26282
1,1,0,1,1,1,2,5.0,1,31,0,0,280.73,0,9,200,2,0,33616,26283
1,0,1,1,3,0,1,24.0,4,43,-1,0,1460.73,0,9,154,2,0,44909,26285
1,1,1,1,1,0,2,48.0,2,47,0,0,8818.73,0,9,172,2,0,30940,26286
0,0,1,0,2,1,2,2.0,5,33,-1,2,414.73,0,9,725,2,0,44993,26287
0,1,0,1,1,1,2,37.0,0,31,0,0,1675.73,0,9,60,2,0,17256,26288
0,1,0,1,6,1,4,4.0,3,36,0,0,7267.73,0,9,147,2,0,29627,26290
0,1,1,1,1,0,3,85.0,4,30,0,1,76.73,0,9,143,5,0,32602,26291
0,1,0,1,0,0,2,47.0,2,33,1,0,415.73,0,9,152,2,0,31900,26292
1,0,1,1,5,0,4,0.0,0,39,0,2,78.73,0,9,109,2,0,46724,26294
0,0,0,1,2,1,2,79.0,0,37,1,0,1377.73,0,9,330,4,0,28054,26295
1,0,0,1,6,0,2,97.0,2,28,0,0,4023.73,0,9,121,2,0,16095,26296
1,1,0,1,3,1,4,64.0,1,37,-1,0,1165.73,0,9,31,3,0,44766,26297
1,0,0,1,4,1,2,41.0,3,57,0,0,284.73,0,9,315,2,0,15352,26299
1,0,0,1,5,1,4,72.0,4,55,-1,2,6792.73,0,9,1037,2,0,26351,26300
1,1,0,1,3,1,4,4.0,5,37,0,0,5050.73,0,9,100,2,0,36695,26301
0,1,1,1,4,0,3,51.0,1,32,1,0,3899.73,0,9,85,2,0,14936,26303
0,1,0,1,5,0,1,94.0,0,49,1,0,773.73,0,9,23,2,0,31243,26305
0,0,0,1,1,1,3,31.0,3,31,0,2,2371.73,0,9,64,2,0,31842,26307
1,1,0,1,3,1,4,42.0,1,52,1,2,3233.73,0,9,80,2,0,34448,26309
0,1,0,1,3,0,4,64.0,1,38,0,1,487.73,0,9,56,2,0,16310,26311
1,1,0,1,1,0,3,5.0,5,40,0,0,273.73,0,9,70,2,0,18280,26312
1,0,0,1,5,1,1,78.0,1,30,1,0,410.73,0,9,299,2,0,11933,26313
0,0,0,1,0,0,2,74.0,5,49,0,0,4009.73,0,9,89,2,0,37634,26315
1,0,0,1,1,0,4,98.0,4,49,0,1,273.73,0,9,82,2,0,48450,26316
0,1,0,1,0,0,1,82.0,1,41,1,1,13893.73,0,9,125,2,0,44951,26317
1,1,0,1,2,1,4,57.0,3,54,0,1,1045.73,2,9,288,2,0,27241,26319
1,1,0,1,3,0,3,11.0,0,29,1,0,440.73,0,9,313,2,0,20231,26320
1,1,0,1,4,0,2,22.0,2,30,1,2,847.73,0,9,168,4,0,16475,26321
0,1,0,1,6,0,3,40.0,4,32,0,2,8350.73,0,9,275,2,0,23313,26322
0,0,0,1,5,1,4,15.0,0,52,0,1,4881.73,2,9,349,2,0,22852,26327
0,1,0,1,2,0,1,88.0,5,30,1,0,9132.73,0,9,249,2,0,35155,26328
0,0,0,0,0,0,3,7.0,3,31,0,2,7116.73,0,9,752,12,0,48598,26330
1,1,0,1,5,0,3,6.0,4,45,0,0,348.73,0,9,23,4,0,12754,26331
0,0,0,1,6,0,3,68.0,0,38,0,2,343.73,0,9,54,2,0,16458,26332
0,0,0,1,6,0,4,76.0,2,31,1,0,3218.73,0,9,88,2,0,43398,26334
1,1,0,1,0,0,4,89.0,2,34,0,2,2599.73,0,9,4,2,0,40564,26335
1,0,1,1,6,0,3,76.0,4,44,-1,0,1204.73,0,9,87,2,0,20516,26336
0,0,1,1,3,1,4,45.0,5,30,0,2,539.73,0,9,225,2,0,17881,26337
1,1,0,1,6,1,2,77.0,5,28,0,0,859.73,0,9,145,6,0,16285,26338
1,0,1,1,6,0,3,93.0,4,50,0,0,273.73,0,9,196,2,0,25232,26339
1,0,1,1,5,1,1,77.0,4,33,1,0,721.73,0,9,1028,2,0,12674,26340
1,0,1,1,6,0,3,82.0,2,45,1,0,2249.73,0,9,79,2,0,14873,26341
0,1,0,1,2,1,3,56.0,5,31,0,1,1689.73,0,9,57,2,0,28787,26342
0,0,0,1,1,0,2,76.0,0,31,1,2,9943.73,0,9,201,2,0,43063,26343
1,0,0,1,1,1,1,77.0,5,30,-1,0,931.73,0,9,170,2,0,40025,26345
0,0,1,1,3,0,3,31.0,5,32,1,0,352.73,0,9,101,2,0,43164,26346
1,0,0,1,6,0,4,40.0,2,31,0,2,3337.73,0,9,306,2,0,12304,26347
1,0,0,1,3,1,1,23.0,0,47,0,2,1166.73,0,9,71,2,0,45416,26348
1,0,1,1,5,1,4,8.0,1,45,-1,2,273.73,0,9,15,2,0,28170,26350
1,1,0,1,3,1,2,80.0,1,39,0,1,8008.73,0,9,217,2,0,18259,26353
1,0,0,1,6,1,4,18.0,1,38,0,0,4614.73,0,9,287,2,0,48881,26355
1,0,0,1,0,1,4,55.0,0,57,0,0,1746.73,2,9,103,2,0,26098,26358
1,1,0,1,5,1,3,57.0,0,34,0,2,11948.73,0,9,45,2,0,41032,26360
0,1,0,1,4,0,4,3.0,3,48,0,1,1081.73,0,9,299,2,0,28364,26361
1,0,0,1,0,1,4,69.0,1,53,-1,2,29757.73,0,9,148,2,0,21785,26363
1,1,1,1,4,0,1,67.0,4,54,0,2,697.73,0,9,110,2,0,19851,26364
1,0,0,1,5,0,4,33.0,2,33,0,0,723.73,0,9,92,2,0,20429,26365
0,1,0,1,6,0,3,62.0,3,46,-1,0,5179.73,0,9,197,3,0,38339,26369
0,0,0,1,4,1,2,45.0,5,29,0,0,776.73,0,9,175,2,0,34625,26370
0,1,0,0,5,0,1,85.0,0,30,1,0,6079.73,0,9,1500,2,0,41360,26371
0,1,0,1,1,0,3,28.0,1,32,0,2,8235.73,0,9,93,2,0,18108,26372
1,0,0,1,4,1,4,83.0,2,28,1,0,2426.73,2,9,26,2,0,46576,26373
1,0,0,1,3,1,2,53.0,3,43,-1,0,8305.73,0,9,70,2,0,34951,26374
0,0,0,1,5,1,1,60.0,0,33,-1,0,400.73,0,9,91,2,0,12497,26377
1,1,1,1,2,0,1,4.0,0,28,0,0,2562.73,0,9,130,2,0,12392,26379
0,1,1,1,1,0,2,44.0,2,48,0,1,4394.73,0,9,174,2,0,20096,26380
1,1,0,1,0,0,3,97.0,3,52,0,1,1964.73,0,9,183,2,0,23112,26381
1,1,0,1,3,0,3,76.0,1,29,1,0,1173.73,0,9,318,6,0,12958,26382
0,1,1,1,1,0,2,1.0,2,31,0,1,2612.73,0,9,217,2,0,23838,26383
1,0,1,1,5,0,3,28.0,1,39,0,0,956.73,0,9,74,2,0,24007,26384
1,1,0,1,3,0,2,67.0,3,38,0,2,469.73,0,9,37,2,0,44210,26387
0,1,0,1,1,0,4,41.0,5,36,-1,2,4608.73,0,9,637,2,0,28135,26388
1,1,0,1,0,0,3,43.0,4,33,0,0,5577.73,0,9,337,4,0,45911,26389
1,1,0,1,5,1,3,27.0,2,32,-1,0,1070.73,0,9,85,3,0,25010,26390
0,0,0,1,0,0,4,11.0,2,32,-1,2,535.73,0,9,368,2,0,14666,26391
1,0,0,1,6,0,2,7.0,5,51,0,0,9165.73,0,9,148,2,0,24625,26392
1,0,1,1,6,0,1,26.0,5,29,0,0,723.73,0,9,108,6,0,45907,26394
1,0,0,0,6,0,3,75.0,3,45,0,0,1588.73,0,9,326,2,0,45012,26397
0,1,1,1,4,0,4,94.0,2,37,1,0,792.73,0,9,146,16,0,20990,26398
1,0,0,1,2,0,2,60.0,4,35,0,2,7373.73,0,9,754,2,0,27846,26399
1,0,0,1,6,0,1,63.0,5,30,0,2,3465.73,0,9,41,2,0,47666,26401
0,0,0,1,0,1,3,17.0,2,31,0,2,273.73,0,9,229,2,0,21658,26402
1,0,0,1,2,1,2,30.0,1,29,1,0,5880.73,0,9,180,3,0,27582,26405
1,0,0,1,6,0,3,65.0,0,37,0,0,8425.73,0,9,77,2,0,14864,26406
0,0,0,1,4,1,1,3.0,2,38,0,2,1877.73,0,9,114,2,0,44430,26407
0,1,0,1,5,1,1,68.0,2,47,0,1,5984.73,0,9,86,2,0,41162,26408
0,1,0,1,1,1,4,47.0,5,28,0,1,1288.73,0,9,21,10,0,29988,26410
1,1,1,1,1,1,2,10.0,5,28,1,2,3039.73,0,9,241,2,0,40846,26412
0,0,0,1,2,0,4,43.0,1,42,0,0,1376.73,0,9,79,2,0,29182,26415
1,1,0,1,5,1,3,89.0,4,37,1,1,3657.73,2,9,36,2,0,24942,26416
1,1,0,1,3,0,1,85.0,3,28,1,1,6019.73,2,9,122,2,0,29715,26422
1,0,0,1,6,0,1,37.0,0,55,0,0,2161.73,0,9,77,2,0,47456,26423
0,0,0,1,5,0,2,27.0,1,30,0,0,9230.73,0,9,142,2,0,33845,26425
1,1,0,1,4,1,3,65.0,3,49,-1,0,11107.73,0,9,83,2,0,35793,26426
1,0,1,1,3,0,2,51.0,1,39,1,0,371.73,0,9,177,8,0,13005,26427
0,1,1,1,5,1,1,47.0,1,50,0,0,4542.73,0,9,41,2,0,25350,26429
1,1,0,1,1,1,3,84.0,0,46,0,1,3503.73,2,9,204,2,0,23193,26430
1,0,0,1,1,0,1,56.0,0,57,1,0,4463.73,0,9,218,2,0,45387,26432
0,0,0,1,3,1,4,57.0,2,35,0,0,966.73,0,9,56,2,0,11300,26433
1,0,0,0,1,0,1,61.0,4,44,0,2,273.73,0,9,528,3,0,10896,26434
1,0,0,1,3,1,2,17.0,0,35,1,0,1135.73,0,9,82,4,0,31502,26435
0,0,1,1,5,1,2,67.0,5,44,0,0,274.73,0,9,197,2,0,44918,26436
1,1,0,0,0,1,1,30.0,3,37,-1,1,1590.73,0,9,540,6,0,40045,26437
0,0,0,1,5,0,2,48.0,3,39,0,0,1812.73,0,9,97,2,0,32794,26440
0,1,1,1,6,1,2,41.0,1,53,0,0,634.73,0,9,289,2,0,21998,26441
1,1,0,1,0,1,4,74.0,5,44,-1,0,3728.73,0,9,117,4,0,43265,26442
1,0,0,0,6,0,2,94.0,2,54,0,0,296.73,0,9,854,2,0,19945,26443
0,1,1,1,6,0,3,4.0,2,42,0,0,43.73,0,9,349,3,0,40459,26445
0,0,0,1,1,1,3,52.0,1,33,0,0,940.73,0,9,175,2,0,28288,26448
0,1,0,1,4,1,2,59.0,3,30,0,0,578.73,0,9,70,2,0,42369,26449
1,1,0,1,3,1,1,16.0,0,48,0,1,2863.73,2,9,278,8,0,38843,26450
1,0,0,1,4,1,1,42.0,1,28,1,2,99.73,0,9,77,2,0,40057,26451
0,0,0,1,6,1,3,72.0,1,28,1,0,1198.73,0,9,237,2,0,11451,26452
1,0,0,1,4,0,4,81.0,4,53,0,2,10338.73,0,9,194,5,0,36923,26453
0,1,0,1,1,1,4,75.0,0,30,1,0,3474.73,0,9,95,7,0,18001,26454
1,1,0,0,1,0,2,27.0,2,37,1,2,280.73,0,9,928,2,0,22329,26455
0,0,0,1,1,1,3,40.0,3,28,1,0,5161.73,0,9,271,2,0,33064,26456
1,1,0,1,0,0,1,64.0,4,31,0,0,1707.73,0,9,197,2,0,28100,26458
0,1,0,1,6,0,4,99.0,4,39,0,1,6869.73,0,9,85,2,0,35932,26460
0,1,0,1,3,1,2,50.0,5,29,1,0,11659.73,0,9,353,2,0,45160,26461
0,1,0,0,0,0,3,17.0,4,28,0,0,4202.73,0,9,590,2,0,27356,26462
1,1,0,1,4,1,1,89.0,1,34,0,2,273.73,0,9,136,2,0,12911,26465
0,0,0,1,4,0,4,77.0,1,34,1,0,20724.73,0,9,66,2,0,42578,26467
1,1,0,1,5,0,4,7.0,0,33,1,0,202.27,0,9,54,2,0,29826,26468
1,0,1,1,5,0,2,30.0,4,42,0,0,15.27,0,9,484,3,0,44367,26470
0,0,0,1,2,1,2,2.0,1,43,1,2,6042.73,0,9,56,2,0,34290,26471
1,1,0,1,2,1,1,99.0,0,49,0,1,3458.73,0,9,184,2,0,12088,26476
0,1,0,1,0,0,3,97.0,5,37,0,2,498.73,0,9,551,2,0,21682,26480
0,1,1,1,3,1,4,52.0,3,31,1,0,7.269999999999981,0,9,279,2,0,38745,26481
1,0,0,1,5,1,3,41.0,0,47,0,2,2416.73,0,9,223,2,0,17501,26482
0,0,0,1,1,0,4,78.0,0,53,-1,0,439.73,0,9,321,6,0,45127,26485
1,1,1,1,4,1,1,8.0,4,32,-1,2,13477.73,0,9,194,2,0,27862,26487
0,1,1,1,6,0,2,82.0,3,35,1,0,1.73000000000002,0,9,101,8,0,48588,26488
1,0,0,1,6,0,2,74.0,2,28,1,0,11008.73,0,9,60,2,0,10812,26489
1,0,0,0,3,1,1,68.0,1,43,0,0,280.73,0,9,688,2,0,29293,26490
1,1,1,1,6,0,4,46.0,3,30,1,2,4855.73,0,9,374,2,0,38737,26491
0,1,0,1,1,1,3,77.0,1,29,0,0,14660.73,0,9,125,2,0,31715,26492
0,0,0,1,2,0,4,36.0,2,40,0,0,2418.73,0,9,121,2,0,26174,26493
1,0,0,1,5,0,1,65.0,3,40,1,0,1258.73,0,9,138,2,0,39976,26496
0,1,0,1,4,0,3,19.0,4,31,0,2,434.73,0,9,158,4,0,34779,26498
0,0,0,1,0,0,4,58.0,5,56,0,1,16392.73,2,9,185,2,0,42498,26500
0,0,1,1,2,0,3,67.0,2,30,1,0,2751.73,0,9,392,2,0,40125,26501
0,1,1,0,4,0,2,90.0,5,41,0,0,972.73,0,9,1255,4,0,26574,26502
0,1,0,1,5,1,3,69.0,4,32,0,0,16762.73,0,9,142,2,0,25144,26503
1,1,0,1,6,0,1,67.0,1,31,0,1,534.73,0,9,249,2,0,38576,26505
0,0,0,1,0,1,1,7.0,2,42,1,2,4085.73,0,9,169,2,0,49905,26507
1,1,0,0,4,0,2,5.0,4,41,0,2,4606.73,0,9,1487,2,0,34706,26508
1,0,0,1,2,1,1,43.0,3,35,0,2,1333.73,0,9,122,2,0,11242,26509
1,0,0,1,2,0,2,22.0,5,54,0,2,2076.73,0,9,302,2,0,36795,26510
1,1,0,1,6,0,4,73.0,2,31,-1,0,830.73,0,9,86,3,0,25137,26511
1,1,0,1,2,0,3,54.0,0,31,1,1,1058.73,0,9,136,2,0,26052,26513
0,0,0,1,3,1,1,20.0,0,51,0,0,4088.73,2,9,72,5,0,16168,26516
0,1,1,1,2,1,1,0.0,2,45,0,1,275.73,0,9,658,3,0,27100,26517
1,1,0,0,2,1,1,70.0,0,52,-1,0,573.73,0,9,559,2,0,32633,26518
0,0,0,1,3,0,1,87.0,5,31,0,0,2984.73,0,9,181,3,0,22767,26519
1,0,0,0,6,1,4,72.0,5,41,-1,1,3823.73,0,9,1151,2,0,10801,26524
1,0,0,1,1,1,4,36.0,0,31,1,2,4100.73,0,9,356,2,0,35244,26525
0,0,0,1,5,0,3,34.0,2,30,0,0,10415.73,0,9,246,2,0,46714,26528
1,1,1,1,0,1,4,65.0,0,30,1,2,787.73,0,9,161,2,0,42144,26529
1,1,0,1,2,1,2,97.0,1,55,0,2,1445.73,0,9,69,2,0,18800,26530
1,1,1,1,6,0,2,6.0,5,51,-1,0,8385.73,0,9,61,2,0,17414,26531
0,0,0,1,1,0,3,66.0,3,50,0,0,378.73,0,9,93,2,0,19405,26532
0,1,0,1,5,1,1,88.0,2,36,-1,1,796.73,0,9,247,4,0,14895,26534
1,0,0,1,3,1,4,96.0,4,30,0,1,12978.73,0,9,208,2,0,22322,26536
0,0,0,1,5,0,3,14.0,2,36,0,2,5779.73,0,9,71,2,0,40141,26537
1,1,0,1,2,0,3,61.0,0,32,1,0,2950.73,0,9,256,2,0,34904,26538
1,0,0,1,5,1,2,43.0,0,35,0,0,276.73,0,9,93,3,0,15375,26541
0,0,0,0,3,0,1,11.0,5,28,0,0,2067.73,0,9,1032,2,0,45411,26542
0,1,0,1,2,0,2,25.0,1,55,1,0,2509.73,2,9,48,4,0,21751,26545
1,0,1,1,4,0,4,80.0,1,34,1,2,2958.73,0,9,108,2,0,23901,26546
1,1,0,1,4,1,4,37.0,4,41,0,2,1919.73,0,9,211,2,0,24298,26549
0,1,0,1,3,0,2,83.0,5,30,0,1,999.73,0,9,185,2,0,11539,26550
0,0,0,1,0,1,1,21.0,1,44,0,2,470.73,0,9,115,2,0,47233,26553
1,0,0,1,3,0,4,88.0,5,29,1,2,580.73,0,9,594,2,0,16001,26555
0,1,0,1,5,1,4,12.0,1,30,0,0,2828.73,0,9,122,2,0,19473,26558
1,0,0,1,2,0,1,27.0,5,31,0,0,326.73,0,9,110,2,0,41466,26559
1,0,0,1,2,1,3,72.0,1,30,1,2,12959.73,0,9,173,3,0,34872,26560
0,0,0,1,6,0,3,97.0,2,38,0,1,333.73,0,9,322,2,0,29581,26561
0,1,0,1,2,1,2,63.0,4,36,0,1,1600.73,0,9,274,2,0,32209,26563
1,1,0,1,3,0,2,43.0,2,29,0,0,3979.73,0,9,126,2,0,46361,26564
1,0,0,1,1,1,2,89.0,3,28,0,2,2203.73,0,9,77,2,0,13975,26567
0,1,0,1,1,1,3,57.0,4,49,0,0,120.73,0,9,69,6,0,41019,26568
0,1,0,1,4,1,4,47.0,5,34,0,0,7722.73,0,9,184,2,0,42527,26570
0,1,0,1,5,0,3,37.0,4,44,0,0,3142.73,0,9,148,2,0,47538,26572
1,1,0,1,6,0,3,96.0,3,49,-1,0,8201.73,0,9,121,2,0,32948,26573
0,1,0,1,2,1,3,65.0,5,55,0,0,1829.73,0,9,337,2,0,43899,26575
0,0,0,1,4,0,1,83.0,4,35,0,2,1109.73,0,9,220,4,0,36799,26576
1,1,0,1,5,1,1,87.0,3,33,0,0,4136.73,0,9,236,2,0,45588,26577
0,1,1,0,2,1,1,41.0,5,35,-1,0,3341.73,0,9,367,3,0,32920,26579
1,0,0,1,0,1,3,81.0,1,32,1,2,3308.73,0,9,1163,2,0,43140,26582
1,1,0,1,0,1,3,53.0,2,28,1,2,1729.73,0,9,224,2,0,42934,26584
1,1,0,1,0,1,1,96.0,3,32,1,2,5280.73,0,9,48,2,0,17595,26585
1,0,0,1,1,1,2,94.0,3,32,1,2,2556.73,0,9,787,2,0,21333,26588
0,1,0,1,5,1,1,35.0,0,47,1,2,4738.73,0,9,69,2,0,22618,26589
1,0,0,1,0,1,1,85.0,5,29,0,0,10184.73,0,9,601,2,0,24806,26590
1,0,0,1,4,0,3,58.0,3,32,0,2,17945.73,0,9,545,2,0,16121,26591
1,1,1,1,6,0,2,58.0,4,41,0,0,5977.73,0,9,151,4,0,32103,26592
0,1,0,1,1,1,4,42.0,2,29,1,2,8.269999999999982,0,9,128,2,0,21169,26593
0,0,0,1,5,1,1,50.0,3,57,0,1,14109.73,2,9,730,2,0,16656,26594
1,0,0,0,4,0,1,79.0,0,57,-1,0,2669.73,0,9,485,2,0,35367,26595
0,0,1,1,1,1,2,11.0,1,36,0,0,273.73,0,9,263,2,0,12366,26596
0,1,0,1,2,0,2,26.0,3,31,1,2,1627.73,0,9,127,2,0,33790,26597
0,0,0,0,6,0,4,80.0,3,57,0,0,7161.73,2,9,1022,2,0,41224,26598
0,0,0,1,5,1,2,24.0,2,38,-1,0,725.73,0,9,95,2,0,39840,26599
1,1,0,1,4,1,1,26.0,2,29,1,2,8733.73,0,9,65,2,0,39241,26600
1,1,0,1,1,0,3,45.0,0,35,0,2,1897.73,0,9,556,2,0,23959,26602
1,0,0,1,6,0,3,93.0,1,40,0,0,3179.73,0,9,347,2,0,45049,26603
1,1,0,1,6,1,4,35.0,5,29,0,0,10560.73,0,9,290,2,0,38613,26604
0,1,0,1,5,0,1,77.0,2,33,-1,0,3375.73,0,9,135,2,0,21994,26605
1,1,0,1,0,1,1,71.0,2,31,1,2,3677.73,0,9,102,5,0,47574,26606
0,0,0,1,2,0,3,22.0,0,51,0,0,1834.73,0,9,686,2,0,35322,26607
0,1,0,1,6,1,3,48.0,5,31,1,0,22127.73,0,9,212,2,0,14636,26608
0,1,0,1,5,1,2,27.0,5,32,0,0,329.73,0,9,308,3,0,17922,26610
1,1,0,1,4,1,2,80.0,0,42,-1,1,1138.73,0,9,658,2,0,25859,26611
1,0,0,1,4,1,1,34.0,2,35,0,0,2697.73,0,9,630,4,0,11685,26612
1,0,0,1,3,1,1,10.0,4,30,1,0,1054.73,0,9,302,2,0,11832,26613
1,0,0,1,4,1,1,92.0,1,57,0,0,1356.73,0,9,122,2,0,26276,26615
1,0,0,1,0,1,1,53.0,0,39,0,2,333.73,0,9,236,2,0,18181,26616
1,0,0,1,3,1,2,42.0,3,56,0,2,5360.73,0,9,60,3,0,43797,26617
1,1,0,1,0,0,3,48.0,2,33,0,0,998.73,0,9,216,3,0,26874,26618
1,0,0,1,0,0,2,24.0,1,47,1,0,7699.73,2,9,62,2,0,47073,26619
1,1,1,1,0,0,4,97.0,2,33,1,0,273.73,2,9,58,2,0,49379,26620
1,1,1,1,6,1,3,70.0,2,41,0,1,273.73,0,9,120,2,0,15366,26621
1,0,0,1,5,1,1,43.0,3,31,1,2,4682.73,0,9,89,2,0,42917,26622
0,1,1,1,5,0,3,58.0,5,28,1,0,1055.73,0,9,459,2,0,18766,26623
0,1,0,1,6,0,3,30.0,3,57,0,0,273.73,0,9,360,8,0,43584,26624
1,1,0,1,5,1,2,13.0,5,37,-1,0,4587.73,0,9,138,2,0,26774,26625
0,0,0,1,4,0,1,49.0,3,31,0,2,904.73,0,9,48,2,0,10789,26626
1,1,0,1,1,1,3,21.0,3,35,1,0,1457.73,0,9,146,2,0,31610,26628
1,0,0,1,4,1,3,28.0,4,57,0,0,917.73,2,9,544,2,0,42339,26630
1,1,0,1,0,0,3,79.0,2,29,1,2,711.73,0,9,162,4,0,48145,26631
1,1,1,1,6,1,1,84.0,0,37,-1,0,2230.73,0,9,44,2,0,11696,26632
1,0,0,1,2,0,3,84.0,1,34,0,1,294.73,2,9,32,2,0,21230,26633
0,0,0,1,2,0,3,92.0,5,36,1,0,250.73,0,9,45,2,0,40531,26634
0,1,0,1,1,1,2,66.0,1,29,0,0,1788.73,0,9,358,2,0,28044,26637
0,1,0,1,1,1,4,81.0,0,33,0,0,283.73,0,9,64,2,0,18455,26638
1,1,0,1,2,1,1,85.0,5,47,1,1,3983.73,2,9,104,2,0,38449,26639
1,1,0,1,6,0,3,95.0,3,28,1,2,1532.73,0,9,432,2,0,19926,26640
1,1,0,1,4,0,3,3.0,4,29,0,0,313.73,0,9,291,2,0,23312,26642
1,0,0,1,0,0,4,48.0,4,32,1,0,5312.73,0,9,202,2,0,44346,26643
1,1,0,1,1,1,1,62.0,2,57,-1,2,17329.73,0,9,467,2,0,16644,26644
1,1,0,1,3,1,2,83.0,3,29,0,0,1055.73,0,9,424,2,0,46230,26646
0,1,0,1,6,1,1,94.0,1,31,0,2,1180.73,0,9,172,2,0,37730,26647
0,1,1,1,1,1,1,25.0,2,46,0,2,829.73,0,9,377,2,0,30044,26648
0,1,0,1,0,0,4,9.0,4,43,0,0,1272.73,0,9,212,4,0,36635,26649
0,0,0,1,2,1,4,92.0,5,36,0,0,1969.73,0,9,264,2,0,12822,26652
0,0,0,1,6,0,1,94.0,4,28,1,2,1005.73,0,9,176,2,0,21164,26654
0,1,0,1,0,0,3,60.0,2,41,0,2,301.73,0,9,70,2,0,23861,26655
1,0,1,1,6,0,2,96.0,0,50,0,0,4196.73,0,9,17,5,0,47520,26656
0,1,0,1,3,0,4,3.0,0,37,-1,2,428.73,0,9,17,28,0,33328,26657
1,1,1,1,5,1,1,68.0,3,37,-1,2,1239.73,0,9,183,2,0,47608,26658
0,0,0,1,0,1,4,37.0,5,33,1,0,2740.73,0,9,316,2,0,38137,26660
0,0,0,1,3,1,3,98.0,2,41,0,2,14628.73,0,9,49,2,0,31235,26661
0,0,0,1,3,1,3,26.0,5,41,-1,2,273.73,0,9,151,2,0,13617,26662
