Age,SSec_Category,Hobby,Education_Duration,Profession,Working_Hours,Investment,Loan,Dependents,Yearly_Breaks,Number_of_Siblings,City,Income,Debt_Paid,Id,Gender_F,Gender_M,Housing_Apartment,Housing_Bungalow,Housing_Condo,Housing_Slum,Housing_Trailer,Housing_Treehouse,Loan Status_Applied,Loan Status_Critical,Loan Status_EMI,Loan Status_In Search,Loan Status_Not Applied,Loan Status_Overdue,Loan Status_Paid,Loan Status_Pending,Marital_Status_Divorced,Marital_Status_Divorced with Children,Marital_Status_Engaged,Marital_Status_Married,Marital_Status_Separated,Marital_Status_Single,Employer_Kind_MNC,Employer_Kind_Self-employed,Employer_Kind_Startup,Country_Canada
53.0,4,9,14.0,3,42.0,20.0,2000.0,1,1,2,38,144628.637,41813,24140,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
39.0,4,7,13.0,10,42.0,20.0,2000.0,1,0,2,38,221943.269,10479,24141,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
38.0,0,11,10.0,3,0.0,6869.0,2000.0,2,1,4,38,36091.344,33544,24143,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
39.0,4,9,14.0,11,42.0,20.0,2000.0,1,0,2,38,157799.59900000002,30774,24144,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
50.0,4,11,10.0,11,42.0,20.0,2000.0,2,0,4,38,108855.947,32805,24146,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
60.0,4,10,17.0,9,52.0,15040.0,2000.0,5,0,4,38,194594.417,10518,24147,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44.0,4,1,8.0,5,47.0,20.0,2000.0,1,1,2,38,184793.286,30698,24148,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19.0,4,15,11.0,9,22.0,20.0,2000.0,4,1,2,38,135941.035,47094,24149,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
33.0,4,11,10.0,2,52.0,20.0,2000.0,2,1,3,38,304954.279,21321,24153,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
32.0,4,15,11.0,2,0.0,20.0,2000.0,2,1,2,38,111475.952,40084,24157,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
27.0,4,11,10.0,4,62.0,20.0,2000.0,1,0,3,38,65973.158,41267,24159,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
39.0,4,12,15.0,3,62.0,20.0,2000.0,1,0,3,38,99998.256,15161,24160,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
49.0,4,11,10.0,11,42.0,20.0,2000.0,1,1,2,38,210876.383,39418,24161,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
40.0,4,14,16.0,9,0.0,15044.0,2000.0,1,1,3,38,285123.726,42235,24164,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
17.0,4,11,10.0,7,42.0,20.0,2000.0,4,1,4,7,204989.737,11053,24165,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
44.0,4,9,14.0,13,42.0,15044.0,2000.0,1,1,3,38,272555.274,22985,24166,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
47.0,2,11,10.0,2,42.0,20.0,2000.0,1,0,4,38,272839.135,44401,24168,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
56.0,4,9,14.0,9,42.0,20.0,2000.0,2,1,2,38,160139.986,39232,24169,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
39.0,4,9,14.0,0,52.0,20.0,2000.0,1,1,4,38,49213.652,19137,24170,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
48.0,4,9,14.0,12,0.0,20.0,2000.0,1,1,2,38,126496.618,49616,24171,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
75.0,4,11,10.0,0,12.0,20.0,2000.0,2,1,4,38,154406.033,30674,24172,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
25.0,4,8,12.0,7,62.0,20.0,2000.0,1,1,3,38,172578.44199999998,27060,24173,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
37.0,2,15,11.0,9,39.0,20.0,2000.0,5,0,4,38,220921.91600000003,26461,24176,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
30.0,4,15,11.0,12,52.0,20.0,2000.0,1,1,2,38,276497.653,29662,24177,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
34.0,1,9,14.0,9,0.0,20.0,2000.0,1,0,2,38,112835.798,21856,24178,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
22.0,4,9,14.0,9,22.0,20.0,2000.0,4,1,3,38,127217.179,33001,24179,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
48.0,4,12,15.0,11,47.0,7708.0,2000.0,1,0,4,38,145066.326,41547,24180,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
30.0,4,11,10.0,4,67.0,20.0,2000.0,2,0,4,38,34328.905,10550,24181,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
24.0,4,9,14.0,3,42.0,20.0,2000.0,2,1,4,38,100395.74,47542,24182,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
47.0,4,9,14.0,9,42.0,20.0,2000.0,4,1,2,38,56895.32,39757,24183,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45.0,2,9,14.0,2,0.0,6517.0,2000.0,5,0,3,38,98164.381,36084,24185,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
29.0,4,15,11.0,3,42.0,20.0,2000.0,1,1,2,38,207249.768,48972,24186,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
36.0,4,11,10.0,2,57.0,20.0,2000.0,1,0,3,38,151162.13199999998,14053,24187,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
48.0,4,15,11.0,11,42.0,20.0,2000.0,1,1,3,38,172959.557,34104,24188,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
16.0,4,1,8.0,5,42.0,20.0,2000.0,4,0,3,38,31119.464,26213,24189,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
57.0,4,12,15.0,11,42.0,20.0,2000.0,1,0,3,38,205787.39,35190,24190,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
54.0,4,15,11.0,2,52.0,20.0,2000.0,1,1,4,38,404517.26,46197,24191,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
32.0,4,11,10.0,0,0.0,20.0,2000.0,4,1,4,38,38388.713,19873,24192,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,4,9,14.0,9,42.0,20.0,2000.0,1,0,3,38,197202.863,34722,24193,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
27.0,4,9,14.0,7,37.0,20.0,2000.0,2,1,2,38,413232.685,27732,24194,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
27.0,2,15,11.0,9,42.0,20.0,2000.0,4,1,4,38,185904.494,18388,24195,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
40.0,4,9,14.0,12,47.0,20.0,2000.0,1,0,4,38,228138.686,10143,24196,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
57.0,4,12,15.0,3,0.0,20.0,2000.0,2,1,4,38,93930.58,44467,24199,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
30.0,4,9,14.0,11,52.0,100019.0,2000.0,1,0,4,38,561445.486,49951,24200,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27.0,1,11,10.0,7,42.0,20.0,2000.0,2,0,4,36,73498.947,47772,24202,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
41.0,4,11,10.0,7,0.0,20.0,2000.0,6,1,4,38,107327.197,25831,24206,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
37.0,4,8,12.0,2,50.0,20.0,3628.0,1,0,3,38,281674.615,22598,24207,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
17.0,4,15,11.0,7,32.0,20.0,2000.0,4,1,3,38,194502.536,39794,24208,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
58.0,4,8,12.0,3,62.0,20.0,2000.0,1,1,4,38,193113.43,30805,24209,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
49.0,2,11,10.0,6,42.0,3157.0,2000.0,1,0,3,38,273320.21,11667,24210,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
22.0,1,15,11.0,0,0.0,20.0,2000.0,4,0,2,38,505825.167,33327,24213,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
18.0,2,1,8.0,7,22.0,614.0,2000.0,4,1,2,38,319684.859,23334,24214,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
56.0,4,11,10.0,13,72.0,20.0,2000.0,1,0,4,38,325975.555,12796,24215,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
19.0,4,12,15.0,13,17.0,20.0,2000.0,4,1,2,38,102809.198,27924,24216,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26.0,4,11,10.0,10,42.0,20.0,2000.0,3,1,2,38,205957.774,30645,24217,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
38.0,4,0,7.0,6,42.0,20.0,2000.0,1,0,4,38,170677.539,19385,24218,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
43.0,4,11,10.0,13,52.0,20.0,2000.0,1,1,2,38,35698.64,21874,24219,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
39.0,4,15,11.0,2,42.0,20.0,2000.0,2,1,4,38,171129.091,15631,24221,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
24.0,4,11,10.0,11,67.0,20.0,2000.0,1,1,2,38,199259.027,44451,24224,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27.0,4,7,13.0,11,47.0,20.0,2000.0,2,1,2,25,411886.217,46965,24225,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
21.0,4,7,13.0,7,0.0,20.0,2000.0,2,1,4,38,147061.096,22080,24227,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
43.0,4,10,17.0,9,42.0,15044.0,2000.0,1,1,4,38,179921.14899999995,16381,24229,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
21.0,4,15,11.0,7,0.0,20.0,2000.0,5,0,4,38,41150.297,40506,24234,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
31.0,2,11,10.0,7,37.0,20.0,2000.0,1,1,3,38,174272.754,26535,24235,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
88.0,2,3,3.0,9,42.0,20.0,2000.0,2,0,3,38,157569.513,17097,24238,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
33.0,4,1,8.0,4,42.0,20.0,2000.0,1,1,3,38,172132.28600000002,46649,24239,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
60.0,4,5,5.0,12,40.0,20.0,2000.0,5,0,3,3,128401.923,46715,24240,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19.0,4,11,10.0,2,42.0,20.0,2000.0,3,0,4,38,111749.734,44249,24243,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
30.0,4,15,11.0,7,37.0,20.0,2000.0,4,0,3,38,156865.58800000002,44734,24244,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
30.0,4,9,14.0,9,47.0,5033.0,2000.0,6,1,3,38,183599.347,15361,24245,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
68.0,4,11,10.0,0,14.0,20.0,2000.0,2,1,4,38,335674.0,39521,24246,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29.0,4,15,11.0,2,42.0,20.0,2000.0,2,0,3,38,25953.449,24597,24249,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
35.0,4,9,14.0,3,62.0,20.0,2000.0,1,1,4,38,125021.894,45693,24250,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
42.0,4,15,11.0,11,50.0,20.0,2000.0,1,0,3,38,77637.93400000001,45915,24253,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
64.0,4,5,5.0,2,42.0,20.0,2000.0,1,0,4,38,132327.267,35224,24254,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
37.0,4,11,10.0,2,0.0,20.0,2000.0,5,1,4,38,328898.2,26070,24255,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29.0,4,11,10.0,6,42.0,20.0,2000.0,1,1,2,38,206396.185,29924,24256,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
51.0,4,8,12.0,12,42.0,20.0,2000.0,1,0,4,38,275387.962,31658,24257,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
34.0,4,11,10.0,6,52.0,20.0,2000.0,6,1,4,38,194274.909,47751,24258,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
59.0,4,6,6.0,2,42.0,20.0,2000.0,1,1,3,38,201652.13,22075,24259,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
41.0,4,9,14.0,11,42.0,20.0,2000.0,1,1,4,38,173442.417,16057,24260,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
24.0,4,11,10.0,0,0.0,20.0,2000.0,2,0,3,25,69710.51299999999,10818,24262,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
25.0,0,11,10.0,5,10.0,20.0,2000.0,1,1,4,38,53134.133,29234,24263,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
56.0,4,6,6.0,7,42.0,20.0,2000.0,2,0,3,38,258480.01,42265,24264,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.0,4,11,10.0,0,14.0,20.0,2000.0,5,0,4,32,276347.49,42768,24265,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
27.0,2,11,10.0,2,42.0,20.0,2000.0,2,1,3,38,116358.853,40399,24268,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
26.0,4,0,7.0,13,0.0,20.0,2000.0,5,0,3,38,79576.682,41956,24269,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
59.0,4,10,17.0,9,42.0,20.0,2000.0,1,0,4,38,81677.09700000001,40061,24270,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
64.0,4,6,6.0,4,27.0,20.0,2000.0,1,0,2,38,274092.164,23698,24271,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29.0,4,15,11.0,4,52.0,7318.0,2000.0,1,0,2,38,250663.661,30058,24272,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
19.0,4,7,13.0,7,42.0,20.0,2000.0,4,1,2,38,119416.828,17341,24273,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
65.0,4,11,10.0,13,60.0,6438.0,2000.0,1,1,2,38,122976.419,32038,24274,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
24.0,4,11,10.0,13,42.0,20.0,2000.0,2,1,4,38,161477.715,49154,24275,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
19.0,4,15,11.0,2,0.0,20.0,2000.0,2,1,3,38,158188.065,30397,24276,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
31.0,4,11,10.0,6,42.0,20.0,2000.0,1,1,4,38,152139.39,12799,24277,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
31.0,4,11,10.0,7,34.0,20.0,2000.0,5,0,4,38,168019.187,17116,24278,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
80.0,4,5,5.0,4,52.0,20.0,2000.0,1,0,3,38,124285.415,31354,24280,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
27.0,4,9,14.0,3,52.0,20.0,2000.0,1,1,4,9,363825.426,35145,24282,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55.0,4,11,10.0,3,3.0,20.0,2000.0,1,0,2,38,56692.586,43311,24284,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
39.0,4,15,11.0,3,52.0,100019.0,2000.0,1,0,3,38,108585.971,36776,24285,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
25.0,2,15,11.0,5,42.0,20.0,2000.0,2,1,3,38,404773.446,38433,24287,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
41.0,2,15,11.0,0,52.0,20.0,2000.0,2,0,4,38,164671.146,48934,24289,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
66.0,4,11,10.0,11,42.0,20.0,2000.0,1,1,4,38,365082.145,38987,24291,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27.0,4,11,10.0,0,42.0,20.0,2000.0,4,1,3,38,156252.804,23493,24292,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
39.0,4,9,14.0,9,62.0,20.0,2000.0,1,1,3,38,163942.30800000002,25121,24293,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
28.0,4,11,10.0,10,42.0,20.0,2000.0,1,1,2,38,102220.895,49073,24294,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
29.0,1,9,14.0,7,72.0,100019.0,2000.0,2,1,4,38,100471.851,10309,24295,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
52.0,2,4,4.0,7,32.0,20.0,2000.0,5,1,3,13,220782.805,25511,24296,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30.0,4,7,13.0,3,0.0,25256.0,2000.0,5,0,2,38,172520.336,36447,24297,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
37.0,4,9,14.0,9,8.0,20.0,2000.0,6,1,3,38,365742.053,47285,24299,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
39.0,4,8,12.0,9,37.0,20.0,2000.0,1,1,2,38,287394.311,14368,24300,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
46.0,4,11,10.0,0,42.0,20.0,2000.0,2,1,2,38,37163.934,20584,24301,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
64.0,4,5,5.0,4,50.0,20.0,2000.0,1,0,4,38,214824.396,16960,24302,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
23.0,4,9,14.0,11,52.0,20.0,2000.0,2,0,3,38,96504.3,45417,24303,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
30.0,4,7,13.0,11,50.0,2617.0,2000.0,2,1,2,38,168727.06100000002,43175,24305,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
49.0,4,9,14.0,3,42.0,7708.0,2000.0,1,1,4,38,169446.84,46432,24306,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
20.0,2,15,11.0,9,37.0,20.0,2000.0,2,0,4,38,210848.622,48931,24308,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
29.0,4,14,16.0,9,62.0,20.0,2000.0,1,0,3,38,339532.60299999994,36741,24309,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
41.0,4,11,10.0,3,42.0,20.0,2000.0,6,1,3,38,114027.011,46265,24310,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
40.0,2,15,11.0,13,0.0,20.0,2000.0,5,0,2,38,141996.104,43395,24311,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
38.0,4,9,14.0,9,42.0,20.0,2000.0,1,0,3,38,141109.911,10958,24313,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
51.0,4,9,14.0,9,54.0,20.0,2000.0,1,0,4,38,26897.568,39219,24315,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
54.0,4,15,11.0,2,62.0,20.0,3902.0,1,1,2,38,188968.858,47242,24316,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
49.0,4,10,17.0,3,57.0,7708.0,2000.0,1,1,4,38,232956.686,49056,24317,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
36.0,4,11,10.0,9,0.0,20.0,2000.0,1,0,3,38,116064.112,39472,24318,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42.0,4,12,15.0,3,52.0,20.0,2000.0,1,0,2,38,179145.29100000003,34578,24319,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
47.0,4,11,10.0,3,62.0,20.0,3902.0,1,0,3,38,205858.36,49736,24320,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
45.0,2,11,10.0,2,46.0,8634.0,2000.0,2,1,4,38,184014.557,18399,24321,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
20.0,4,7,13.0,9,42.0,20.0,2000.0,6,1,3,38,122632.199,18916,24322,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
39.0,4,15,11.0,10,22.0,20.0,2000.0,2,0,2,38,174636.18300000002,21206,24324,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
25.0,0,9,14.0,9,45.0,3345.0,2000.0,2,0,2,38,69676.18,49107,24326,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
46.0,4,8,12.0,3,27.0,20.0,2000.0,6,1,3,38,53650.772,12477,24327,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50.0,4,5,5.0,7,9.0,20.0,2000.0,4,0,3,38,29848.988,39098,24328,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
59.0,4,14,16.0,9,42.0,20.0,3902.0,1,0,3,38,189777.364,14241,24329,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
36.0,2,15,11.0,3,62.0,20.0,2000.0,5,1,2,38,232825.91600000003,12878,24333,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
53.0,4,0,7.0,6,42.0,20.0,2000.0,1,0,3,38,149305.36,47284,24336,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60.0,4,11,10.0,13,42.0,20.0,2000.0,1,1,2,38,69189.598,14155,24337,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
46.0,4,11,10.0,6,42.0,20.0,2000.0,1,0,2,38,178602.14800000004,13396,24338,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
